-0.06,-0.04,1.01,0.78,1.44,-1.35,0,0,0
-0.05,-0.06,1.01,1.56,0.25,-0.28,0,0,0
-0.05,-0.07,1.03,-5.06,2.8,-2.39,0,0,0
-0.07,-0.07,1.02,-0.17,-0.17,-1.23,0,0,0
-0.05,-0.07,0.99,-2.35,3.18,-6.61,0,0,0
-0.08,-0.05,1.03,1.03,4.49,-1.23,0,0,0
-0.06,-0.08,1.03,0.56,-2.91,1.78,0,0,0
-0.06,-0.08,1.02,-1.17,-4.22,-0.69,0,0,0
-0.04,-0.05,1.01,0.3,0.37,-2.56,0,0,0
-0.04,-0.05,1.01,6.88,0.74,0.33,0,0,0
-0.06,-0.04,1.02,9.57,-2.01,-2.3,0,0,0
-0.05,-0.03,1.01,4.39,-6.13,-0.56,0,0,0
-0.03,-0.04,1.01,-0.88,-4.9,-2.32,0,0,0
-0.03,-0.03,1.02,3.33,-1.13,-0.97,0,0,0
-0.05,-0.04,1.04,-0.91,-0.98,0.18,0,0,0
-0.03,0,1.04,-8.56,-10.43,-3.23,0,0,0
0,-0.03,1,1.19,-2.31,0.91,0,0,0
0,-0.05,1.01,0.11,-0.3,-2.39,0,0,0
-0.01,-0.05,1.03,2.01,0.6,-1.29,0,0,0
-0.02,-0.01,1.03,8.73,0.53,-4.03,0,0,0
0,-0.01,1.02,-0.59,-5.6,1.45,0,0,0
0,-0.01,1.02,10.05,-0.33,1.84,0,0,0
0.01,0.02,1.01,8.84,0.78,-0.12,0,0,0
-0.01,0.01,1.02,9.01,13.74,-5.73,0,0,0
-0.03,0.05,1.01,5.36,2.99,-1.75,0,0,0
-0.04,0.03,1.06,33.99,6.78,-3.24,0,0,0
-0.05,0.13,0.98,17.92,-2.93,-1.64,0,0,0
-0.03,0.15,1.02,33.29,-0.66,4.38,0,0,0
-0.05,0.22,0.97,29.28,8.51,4.71,0,0,0
-0.05,0.26,0.97,25.83,1.3,-2.65,0,0,0
-0.05,0.3,0.96,31.53,-1.58,-3.29,0,0,0
-0.06,0.34,0.96,19.01,3.33,1.58,0,0,0
-0.05,0.38,0.93,22.61,-5.23,-1.23,0,0,0
-0.04,0.42,0.93,23.03,-2.31,-2.07,0,0,0
-0.04,0.45,0.9,16.26,-2.2,-0.2,0,0,0
-0.04,0.46,0.91,15.48,-3.21,-1.26,0,0,0
-0.03,0.5,0.87,21.94,0,-2.73,0,0,0
-0.03,0.52,0.85,23.68,-2.09,0.07,0,0,0
-0.03,0.6,0.8,24.33,-2.35,0,0,0,0
-0.02,0.62,0.79,27.06,2.65,0,0,0,0
-0.03,0.66,0.76,30.31,1.69,1.5,0,0,0
-0.02,0.68,0.73,21.71,1.46,2.42,0,0,0
-0.03,0.71,0.7,18.55,2.9,-1.13,0,0,0
-0.03,0.73,0.7,20.66,1.29,-0.46,0,0,0
-0.03,0.76,0.66,35.38,-2.34,0.26,0,0,0
-0.02,0.79,0.63,26.11,-2.31,2.25,0,0,0
-0.02,0.82,0.57,34.51,-0.39,1.3,0,0,0
-0.02,0.86,0.53,33.98,0.54,1.01,0,0,0
-0.01,0.9,0.44,31.99,4.5,-3.68,0,0,0
-0.03,0.89,0.44,7.72,4.97,-1.09,0,0,0
-0.03,0.9,0.4,27.45,2.48,1.43,0,0,0
-0.02,0.92,0.37,16.93,8.44,-2.22,0,0,0
-0.05,0.94,0.33,18.07,7.32,-3.51,0,0,0
-0.05,0.92,0.32,27.47,3.6,-4,0,0,0
-0.05,0.97,0.26,24.57,2,-1.01,0,0,0
-0.05,0.97,0.24,11.73,3.09,4.12,0,0,0
-0.04,0.97,0.2,24.03,0.08,1.29,0,0,0
-0.04,0.98,0.16,15.59,1.86,-2.75,0,0,0
-0.04,0.98,0.14,13.01,4.66,-0.22,0,0,0
-0.05,0.97,0.11,16.01,4.59,-4.41,0,0,0
-0.06,0.97,0.1,22.07,7.41,-4.13,0,0,0
-0.07,1,0.02,-5.69,1.95,-3.59,0,0,0
-0.06,0.99,0.06,-9.45,1.26,0.39,0,0,0
-0.06,0.98,0.08,-1.63,-3.84,1.85,0,0,0
-0.06,0.99,0.07,-1.95,-1.37,-1.58,0,0,0
-0.06,0.99,0.09,3.21,-0.25,-1.13,0,0,0
-0.06,1,0.09,-2.52,0.98,-1.39,0,0,0
-0.08,0.98,0.06,4.34,1.71,0.6,0,0,0
-0.07,0.99,0.08,0.5,0.63,0.42,0,0,0
-0.07,0.99,0.07,4.97,0.5,-1.29,0,0,0
-0.06,0.98,0.09,0.37,-0.5,1.85,0,0,0
-0.05,0.99,0.07,-1.61,1.01,-2.66,0,0,0
-0.07,0.99,0.07,2.02,1.56,-0.56,0,0,0
-0.07,0.99,0.07,-0.2,-0.1,-0.68,0,0,0
-0.07,0.99,0.07,0.81,-0.1,-1.98,0,0,0
-0.07,0.99,0.06,2.83,0.26,-0.56,0,0,0
-0.07,0.98,0.07,2.2,0.02,0.26,0,0,0
-0.07,0.99,0.07,-2.09,0.31,-2.12,0,0,0
-0.07,0.99,0.07,1.19,-0.09,-0.06,0,0,0
-0.07,0.99,0.07,0.88,0.29,0.88,0,0,0
-0.06,0.98,0.07,-1.43,0.96,-2.95,0,0,0
-0.07,0.99,0.09,-1.79,0.1,1.04,0,0,0
-0.07,0.98,0.08,0.74,0.9,-2.29,0,0,0
-0.07,0.99,0.08,-15.15,0.37,-1.64,0,0,0
-0.08,0.99,0.1,-2.08,-1.55,1.65,0,0,0
-0.07,0.98,0.11,-25.7,-2.71,-0.68,0,0,0
-0.06,0.97,0.17,-27.02,-6.34,-2.34,0,0,0
-0.06,0.97,0.23,-45.44,-3.78,-2.48,0,0,0
-0.07,0.93,0.31,-53.74,-4.02,-3.82,0,0,0
-0.07,0.89,0.42,-60.46,-5.36,-4.62,0,0,0
-0.07,0.83,0.53,-51.08,-4.56,-2.08,0,0,0
-0.07,0.81,0.6,-42.87,-5.57,-0.88,0,0,0
-0.06,0.76,0.67,-59.27,-3.41,2.04,0,0,0
-0.05,0.71,0.71,-29.58,-7.18,3.83,0,0,0
-0.04,0.65,0.76,-26.45,-4.58,2.38,0,0,0
-0.02,0.63,0.77,-33.93,0.94,-0.04,0,0,0
-0.02,0.56,0.82,-67.79,6.58,-0.13,0,0,0
-0.06,0.44,0.94,-40.71,7,-2.66,0,0,0
-0.04,0.42,0.88,-24.03,4.42,3.05,0,0,0
-0.06,0.41,0.91,-27.39,-4.59,1.53,0,0,0
-0.04,0.32,0.95,-34.73,-5.08,3.31,0,0,0
-0.04,0.29,0.98,-21.36,-0.87,-1.31,0,0,0
-0.04,0.23,0.96,-28.86,3.51,-2.22,0,0,0
-0.04,0.17,0.98,-34.1,4.69,2.04,0,0,0
-0.05,0.15,1.01,-41.68,1.72,-0.76,0,0,0
-0.02,0.03,1.05,-11.23,-4.59,-0.59,0,0,0
-0.03,0.01,1.02,-15.15,1.73,0.06,0,0,0
-0.04,-0.01,1.02,-7.99,-2.72,3.36,0,0,0
-0.03,-0.01,1,-10.39,-0.94,1.58,0,0,0
-0.04,-0.04,1.03,-12.24,0.62,-1.86,0,0,0
-0.05,-0.08,1.02,-20,5.08,0.17,0,0,0
-0.04,-0.1,1.02,-2.19,-3.05,1.15,0,0,0
-0.04,-0.11,1.02,-0.03,-3.19,1.28,0,0,0
-0.03,-0.11,1.02,4.57,-1.61,-1.5,0,0,0
-0.03,-0.09,1.01,-0.8,-0.54,1.02,0,0,0
-0.02,-0.09,1,-0.72,-1.74,-0.59,0,0,0
-0.02,-0.1,1.01,-4.87,-0.87,-0.65,0,0,0
-0.02,-0.12,1.01,-1.71,0.46,0.3,0,0,0
-0.03,-0.12,1.03,-0.63,-0.53,-0.79,0,0,0
-0.02,-0.11,1.02,3.79,-0.02,-0.24,0,0,0
-0.02,-0.1,1.01,-0.67,0.77,-0.2,0,0,0
-0.02,-0.1,1.01,2.52,-2.33,-0.21,0,0,0
-0.02,-0.1,1.02,3.27,-0.19,0.14,0,0,0
-0.02,-0.09,1.02,2.69,2.56,0.15,0,0,0
-0.02,-0.08,1.01,4.65,0.44,1.14,0,0,0
-0.02,-0.09,1.01,3.18,-0.19,-0.21,0,0,0
-0.02,-0.08,1.02,1.87,0.25,0.26,0,0,0
-0.02,-0.07,1.02,3.82,0.07,0.42,0,0,0
-0.02,-0.08,1.01,3.61,1.57,0.25,0,0,0
-0.03,-0.07,1.02,2.43,0.53,-0.3,0,0,0
-0.02,-0.07,1.02,2.07,-0.18,0.78,0,0,0
-0.02,-0.07,1.01,-0.07,-1.15,-0.7,0,0,0
-0.02,-0.06,1.02,2.35,1.2,-0.01,0,0,0
-0.03,-0.07,1.02,1,1.62,0.02,0,0,0
-0.02,-0.06,1.01,1.43,1.92,-0.46,0,0,0
-0.02,-0.07,1.02,0.67,-1.96,-0.72,0,0,0
-0.02,-0.06,1.02,-0.34,2.23,0.08,0,0,0
-0.02,-0.05,1.02,-0.85,3.87,0.09,0,0,0
-0.03,-0.06,1.02,-0.07,1.58,0.21,0,0,0
-0.03,-0.05,1.01,1.51,0.82,-0.45,0,0,0
-0.03,-0.06,1.02,0.48,-1.4,-0.72,0,0,0
-0.03,-0.06,1.02,0.71,2.23,0.2,0,0,0
-0.03,-0.06,1.02,-0.38,2.82,-1.37,0,0,0
-0.04,-0.06,1.02,2.77,5.16,0.24,0,0,0
-0.05,-0.04,1.01,0.94,3.34,-1.92,0,0,0
-0.06,-0.06,1.02,0.64,3.39,-2.21,0,0,0
-0.06,-0.04,1.02,4.3,6.49,-0.39,0,0,0
-0.08,-0.04,1.02,0.85,16.07,-1.69,0,0,0
-0.12,-0.09,1.02,-6.79,23.89,-4.78,0,0,0
-0.13,-0.02,1,10.6,22.21,0.09,0,0,0
-0.19,-0.04,1.02,1.65,28.76,-10.09,0,0,0
-0.27,-0.05,0.99,5.87,31.36,-10,0,0,0
-0.31,-0.04,0.95,6.19,36.16,-5.14,0,0,0
-0.35,-0.04,0.92,-2.12,36.79,-0.98,0,0,0
-0.41,-0.02,0.93,2.18,27.68,-0.75,0,0,0
-0.45,-0.03,0.92,1.22,22.35,0.54,0,0,0
-0.44,-0.02,0.88,-7.05,13.59,1.87,0,0,0
-0.49,-0.08,0.88,3.92,14.32,-5.64,0,0,0
-0.53,-0.03,0.87,-16.42,14.22,-5.75,0,0,0
-0.61,-0.05,0.89,4.5,19.28,-6.4,0,0,0
-0.6,-0.04,0.86,-2.66,28.66,2.07,0,0,0
-0.64,-0.06,0.84,-1.11,18.49,-4.71,0,0,0
-0.62,-0.06,0.78,7.89,16.51,-5.98,0,0,0
-0.68,-0.07,0.78,-4.93,26.38,-5.36,0,0,0
-0.67,-0.07,0.74,-3.65,33.66,2.35,0,0,0
-0.72,-0.1,0.68,-6.9,34.05,3.71,0,0,0
-0.78,-0.1,0.68,-0.07,26.44,1.58,0,0,0
-0.82,-0.08,0.63,-7.24,23.84,4.51,0,0,0
-0.86,-0.08,0.59,-1.24,30.11,5.43,0,0,0
-0.86,-0.04,0.54,5.66,31.39,6.61,0,0,0
-0.88,-0.02,0.49,-0.36,31.16,0.1,0,0,0
-0.91,-0.1,0.45,-7.84,29.82,0.39,0,0,0
-0.91,-0.02,0.39,-7.17,35.24,1.5,0,0,0
-0.97,-0.08,0.34,-9.7,33.86,2.33,0,0,0
-1,-0.03,0.3,-3.26,24.9,4.28,0,0,0
-0.97,-0.03,0.24,-18.75,19.37,-2.3,0,0,0
-0.96,-0.07,0.22,5.22,25.17,1.21,0,0,0
-0.96,-0.04,0.18,3.96,24.79,-3.95,0,0,0
-1.01,-0.05,0.13,0.04,22.71,-1.87,0,0,0
-1.01,-0.04,0.1,5.45,18.32,2.28,0,0,0
-1.01,-0.03,0.07,1.33,15.91,-6.05,0,0,0
-1.02,-0.07,0.07,-2.65,6.27,-0.8,0,0,0
-1,-0.06,0.06,-0.2,6.18,-0.44,0,0,0
-0.99,-0.06,0.03,-1.72,11.59,-0.64,0,0,0
-1,-0.08,0.01,-2.38,10.36,1.89,0,0,0
-1.04,-0.05,-0.01,0.07,4.68,2.29,0,0,0
-1.01,-0.06,0.01,0.12,-2.71,-0.64,0,0,0
-1.01,-0.06,0,-0.83,0.22,1.15,0,0,0
-1,-0.03,0.01,1.5,-0.24,2.46,0,0,0
-1.01,-0.04,0.01,1.31,-0.12,-0.53,0,0,0
-1,-0.05,0.02,-0.17,-1.18,-5.61,0,0,0
-1.01,-0.06,0.02,-0.87,0.2,-1.82,0,0,0
-1.02,-0.06,0.02,-0.04,1.6,-0.88,0,0,0
-1.01,-0.07,0.02,1.37,0.9,0.3,0,0,0
-1.02,-0.07,0.02,0.88,2.01,-0.76,0,0,0
-1.01,-0.06,0,1.69,3.88,0.84,0,0,0
-1.01,-0.04,-0.01,0.83,0.6,0.21,0,0,0
-1.01,-0.06,0,-0.1,-1.94,-0.85,0,0,0
-1.01,-0.06,0,0.38,-1.64,-0.02,0,0,0
-1,-0.05,0.01,0.18,0.78,0.63,0,0,0
-1.02,-0.06,0.02,1.05,-0.97,-0.87,0,0,0
-1.02,-0.05,0.03,-0.67,-4.52,-2.08,0,0,0
-1.03,-0.06,0.03,0.57,-6.93,-0.33,0,0,0
-1.01,-0.06,0.04,-0.24,-12.25,-1.57,0,0,0
-1.01,-0.05,0.05,0.74,-19.64,-1.57,0,0,0
-1,-0.05,0.11,-4.34,-19.09,-4.35,0,0,0
-1,-0.08,0.15,-0.07,-16.42,-4.17,0,0,0
-1.01,-0.09,0.18,8.42,-15.99,0.17,0,0,0
-0.99,-0.08,0.21,1.49,-17.9,1.42,0,0,0
-0.99,-0.06,0.24,8.07,-18.51,-0.88,0,0,0
-0.97,-0.08,0.27,4.09,-23.44,-1.14,0,0,0
-0.96,-0.09,0.32,10.04,-27.84,-0.71,0,0,0
-0.96,-0.06,0.35,-0.94,-29.37,-1.16,0,0,0
-0.93,-0.06,0.41,11.82,-36.22,-4.85,0,0,0
-0.89,-0.08,0.46,-1.09,-38.96,-3.37,0,0,0
-0.88,-0.08,0.53,8.65,-34.53,1.01,0,0,0
-0.84,-0.06,0.57,-6.35,-34.55,3.64,0,0,0
-0.79,-0.04,0.6,-3.72,-39.85,2.77,0,0,0
-0.75,-0.07,0.7,-4.93,-36.65,1.31,0,0,0
-0.71,-0.08,0.73,17.33,-32.95,-3.54,0,0,0
-0.68,-0.01,0.75,16.47,-37.03,1.09,0,0,0
-0.61,-0.04,0.8,4.77,-34.21,0.16,0,0,0
-0.55,-0.03,0.85,4.55,-31.98,4.71,0,0,0
-0.54,-0.02,0.88,9.17,-34.84,1.99,0,0,0
-0.48,-0.01,0.91,6.53,-32.56,5.23,0,0,0
-0.43,0.03,0.92,-0.22,-31.91,3.82,0,0,0
-0.39,-0.02,0.96,-1.62,-20.99,2.86,0,0,0
-0.36,0,0.97,-8.62,-21.1,-1.65,0,0,0
-0.32,0,0.96,-1.96,-21.22,0.16,0,0,0
-0.27,-0.04,0.98,-4.21,-27.17,-3.31,0,0,0
-0.21,-0.01,0.99,-6.43,-28.62,-3.42,0,0,0
-0.16,-0.02,1,-5.84,-28.39,-0.49,0,0,0
-0.12,-0.04,1.01,4.4,-27.83,0.73,0,0,0
-0.07,-0.02,1.01,-1.65,-24.6,-1.94,0,0,0
-0.03,-0.04,1.03,3.54,-19.23,-2.95,0,0,0
-0.01,-0.04,1.03,-2.85,-12.28,-1.88,0,0,0
0.02,-0.02,1,5.06,-8.5,0.86,0,0,0
0.02,-0.03,1.01,-2.07,-6.34,7.72,0,0,0
0.04,-0.03,1.02,2.72,7.23,4.93,0,0,0
0.03,-0.01,1.03,-3.37,3.18,-1.86,0,0,0
0.01,-0.01,1.02,0.81,3.33,-1.46,0,0,0
0.01,-0.03,1.02,0.57,0.08,2.25,0,0,0
0,-0.02,1.02,0.64,2.36,-0.38,0,0,0
0.02,-0.02,1.03,2.77,1.5,0.8,0,0,0
0.01,-0.02,1.02,-1.92,5.39,1.71,0,0,0
-0.01,-0.02,1.01,-0.16,0.42,0.88,0,0,0
0,-0.02,1.01,2.36,2.43,0.71,0,0,0
0,-0.02,1.02,0.88,1.69,1.24,0,0,0
-0.01,-0.01,1.03,2.54,0.46,0.35,0,0,0
-0.02,0,1.02,2.67,-0.93,4.1,0,0,0
-0.01,-0.01,1.01,4.54,0.65,8.72,0,0,0
-0.01,0.03,1.01,11.54,0.42,13.87,0,0,0
-0.01,0.03,1.03,6.91,4.32,20.33,0,0,0
-0.02,0.03,1,0.18,5.64,31.33,0,0,0
-0.02,0.05,1.03,-0.52,-0.75,37.17,0,0,0
-0.02,0.07,1.02,2.29,-2.07,27.9,0,0,0
0.01,0.03,1.01,-10.68,0.88,31.44,0,0,0
-0.01,0,1,-4.92,2.89,31.18,0,0,0
0.01,-0.02,1.02,2.59,-3.36,26.77,0,0,0
0,0,1,6.44,-3.72,30.56,0,0,0
0.02,0.02,1.02,-4.45,-1,28.57,0,0,0
0,-0.03,1.03,-14.43,1.78,37.21,0,0,0
-0.02,-0.02,1.03,-4.71,0.48,35.6,0,0,0
0.01,-0.02,0.98,9,-11.08,35.39,0,0,0
0.05,-0.03,1.01,0.86,-13.71,30.7,0,0,0
0.05,-0.05,1.03,4.27,2.05,29.26,0,0,0
0.05,-0.01,1.02,14.01,0.65,31.03,0,0,0
0.04,0.01,1.01,9.25,-3.46,29.15,0,0,0
0.06,0.03,1.01,1.37,-4.52,24.55,0,0,0
0.06,0,1.02,-1.2,-3.13,25.07,0,0,0
0.06,0,1.03,10.03,2.5,25.7,0,0,0
0.05,0.03,1.02,11.98,1.52,27.63,0,0,0
0.05,0.02,1.02,-13.19,2.56,20.75,0,0,0
0.06,-0.01,1.01,-0.75,0.17,27.06,0,0,0
0.06,0.01,1.01,12.6,-3.77,34.06,0,0,0
0.07,0.03,1.01,-0.62,1.49,26.11,0,0,0
0.06,0,1.03,-4.33,1.58,21.8,0,0,0
0.1,0.03,1.05,7.72,-3.09,18.67,0,0,0
0.05,0.01,1.01,-9.57,6.82,14.18,0,0,0
0.06,-0.01,1,-3.19,0.15,19.92,0,0,0
0.08,0,1.03,0.77,1.37,19.34,0,0,0
0.06,-0.01,1.01,1.27,2.3,18.62,0,0,0
0.06,-0.02,1.01,-5.3,3.21,17.17,0,0,0
0.07,0,1.03,8.04,-1.37,8.09,0,0,0
0.06,-0.01,1.01,2.72,-1.13,2.66,0,0,0
0.07,-0.01,1.02,-0.42,-0.57,1.74,0,0,0
0.05,-0.01,1.01,4.99,1.38,4.54,0,0,0
0.06,0.01,1.02,-4.09,1.58,3.76,0,0,0
0.05,-0.01,1.01,-3.57,6.14,-0.31,0,0,0
0.05,-0.02,1.03,3.28,0.82,1.9,0,0,0
0.05,-0.02,1.04,-2.35,3.11,0.94,0,0,0
0.06,-0.01,1.02,1.83,0.92,-2.06,0,0,0
0.03,-0.04,1,-3.51,3.32,-0.31,0,0,0
0.04,0,1.02,0.12,0.97,0.27,0,0,0
0.04,-0.01,1.02,1.07,2.26,-0.45,0,0,0
0.04,-0.03,1.01,2.18,0.49,2.3,0,0,0
0.01,-0.02,1.02,-1.2,5.31,2.71,0,0,0
0.02,-0.04,1.01,0.5,0.17,0.38,0,0,0
0.01,-0.02,1.03,-1.48,-2.54,-2.92,0,0,0
0.02,-0.02,1.02,0.75,0.46,-6.26,0,0,0
0.01,-0.02,1.02,3.43,0.59,-2.75,0,0,0
0.03,-0.03,1,-0.61,0.3,0.2,0,0,0
0.03,-0.04,1.01,2.34,0.24,-4.55,0,0,0
0.02,-0.01,1.02,-1.92,2,-17.8,0,0,0
-0.01,-0.02,1,3.05,-1.05,-24.55,0,0,0
0.04,0,1.05,7.64,-6.2,-17.88,0,0,0
0.06,-0.03,1.02,-3.56,0.33,-20.7,0,0,0
0.03,-0.02,0.99,-5.32,4.56,-32.31,0,0,0
0.03,-0.03,1.01,1.86,0.39,-35.24,0,0,0
0.03,-0.02,1,5.78,-0.92,-40.14,0,0,0
0.02,0,1.04,-7.35,4.74,-38.93,0,0,0
0.04,0.01,1.04,-3.57,2.74,-34.69,0,0,0
0.03,-0.03,1.01,-8.63,9.69,-30.77,0,0,0
0.02,-0.02,1.01,12.16,-1.07,-27.29,0,0,0
0.02,-0.02,1.01,-1.63,-2.97,-39.22,0,0,0
0.02,-0.02,1.01,6.89,-0.97,-40.42,0,0,0
0.02,0,1.02,-0.46,5.74,-36.51,0,0,0
-0.02,-0.02,1.01,-9.67,14.02,-26.64,0,0,0
-0.03,0.01,1.03,0.09,11.22,-32.59,0,0,0
-0.01,0,1,0.24,9.69,-39.61,0,0,0
-0.06,-0.03,1.02,-11.35,5.69,-41.98,0,0,0
-0.06,-0.04,1.03,5.45,-4.46,-40.31,0,0,0
-0.05,-0.04,1.02,-0.22,2.04,-34.76,0,0,0
-0.05,-0.04,0.99,9.18,8.28,-32.11,0,0,0
-0.05,-0.02,0.98,6.26,9.3,-39.34,0,0,0
-0.07,-0.03,1.01,-2.88,4.93,-43.51,0,0,0
-0.07,-0.03,1.01,6.04,-0.87,-35.68,0,0,0
-0.07,-0.04,1,17.53,-19.14,-35.94,0,0,0
-0.02,-0.02,1.05,6.48,-17.93,-28.57,0,0,0
-0.02,-0.01,1.05,-9.06,6.26,-19.48,0,0,0
-0.03,0,1.01,-11.39,7.24,-24.14,0,0,0
-0.03,-0.04,1.02,-6.92,6.82,-17.79,0,0,0
-0.02,-0.02,1,11.47,-7.98,-14.28,0,0,0
0,0.01,1.02,-8.29,6.53,-5.3,0,0,0
-0.04,-0.01,1.02,17.07,0.64,-0.11,0,0,0
-0.01,-0.05,1.09,-37.85,13.37,-7.22,0,0,0
-0.05,-0.06,1,2.5,0.56,-6.76,0,0,0
-0.05,-0.06,1.02,23.55,-9.88,0.95,0,0,0
-0.05,-0.01,1.04,16.07,-3.8,-0.98,0,0,0
-0.03,-0.01,1.02,7.84,-10.97,0.08,0,0,0
-0.01,-0.04,1.01,-9.22,-8.67,3.14,0,0,0
0.02,-0.05,1.02,-5.79,10.44,7.64,0,0,0
-0.06,-0.03,1.1,-13.52,-30.97,15.05,0,0,0
0.08,-0.1,1,5.64,-2.75,2.16,0,0,0
0.04,-0.07,0.96,3.21,23.56,0.08,0,0,0
0.06,-0.06,1.01,-4.65,-0.68,-3.59,0,0,0
0.01,-0.02,1.02,-4.9,13.27,-9.14,0,0,0
0.02,-0.05,0.99,-10.45,-9.45,-2.15,0,0,0
0.02,-0.07,0.99,9.04,5.25,-2.27,0,0,0
-0.02,-0.04,1.01,4.27,1.29,-3.05,0,0,0
-0.01,-0.04,1.02,-0.17,4.64,-0.93,0,0,0
0,-0.04,1.02,-3.18,0.17,3.36,0,0,0
0.01,-0.06,1.01,2.28,-2.99,3.05,0,0,0
-0.01,-0.04,1.02,4.26,6.48,1.29,0,0,0
0,-0.05,1.04,1.92,-1.94,-3.3,0,0,0
-0.02,-0.03,1.03,2.67,3.71,0.74,0,0,0
-0.01,-0.03,1,-2.76,0.64,-2.33,0,0,0
-0.02,-0.04,1.03,-1.99,-1.37,1.12,0,0,0
-0.01,-0.03,1.02,-2.14,2.72,-2.4,0,0,0
-0.01,-0.02,1.03,-0.41,1.79,0.82,0,0,0
0,-0.02,1.02,-0.59,4.6,0.46,0,0,0
-0.01,0,1.01,-3.99,-0.69,-0.64,0,0,0
0,0,1.01,0.35,4.17,0.27,0,0,0
-0.02,-0.02,1.03,-1.6,-3.88,-0.18,0,0,0
0,-0.02,1.02,1.75,-0.5,0.69,0,0,0
0,-0.01,1.01,-0.38,-3.96,-0.85,0,0,0
0.01,-0.01,1.01,2.9,0.86,1.8,0,0,0
0,-0.03,1.02,5.39,0.94,0.53,0,0,0
-0.01,-0.02,1.02,4.87,0.49,-0.25,0,0,0
0,-0.01,1.01,0.52,1.43,-1.42,0,0,0
-0.02,-0.02,1.03,3.66,2.47,-0.04,0,0,0
-0.01,-0.01,1.01,8.56,-0.7,-0.2,0,0,0
-0.02,-0.01,1.02,-0.72,3.53,-4.21,0,0,0
